Country,Date_first_restriction,Date_lockdown,Knot_date_1,Knot_date_2,N_knots,N_knots_in_range,Growth_factor_1,Growth_factor_2,Growth_factor_3,Growth_factor_1_sd,Growth_factor_2_sd,Growth_factor_3_sd,Intercept_1,Intercept_2,Intercept_3,Pois_dev_inc,Pois_dev_cum,Prob_equal,Prob_unequal,Min_n_unequal
Austria,2020-03-11,2020-03-16,2020-03-16,2020-03-25,2,2,1.3221626017377877,1.1354031611644448,0.9205708963917644,0.03448206928250258,0.009919060622008685,0.00291783092997274,0,160.61311889307484,1295.571973687146,1607.0611471389302,6927.401625388596,0.1,0.022685988312164247,1
Austria,2020-03-11,2020-03-16,2020-03-16,2020-03-26,2,2,1.3334135643251475,1.1233521258751529,0.9186355445365844,0.036345251016616786,0.009890568314114142,0.003221862051427247,0,180.6528370669954,1324.6090935869158,1522.421449118739,4979.332262705509,0.1,0.031561451217927666,1
Austria,2020-03-11,2020-03-16,2020-03-17,2020-03-26,2,2,1.3126861575743494,1.120214259966752,0.9188786283937821,0.03127972671300691,0.010285352493429668,0.00322000453616111,0,195.93639176453394,1320.9999009942899,1556.009798685221,1849.3489935300381,0.1,0.08497852642040044,4
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-03,2,2,1.2885504196496749,0.9522608495022125,0.9207153241041081,0.01572011555274531,0.007472976598990824,0.008332059947396499,0,946.3188503949591,1297.389002550462,1671.800679515858,3268.920950150496,0.1,0.04807548261453007,2
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-04,2,2,1.291614373277061,0.9495297826036175,0.9216370107732409,0.01604339572212137,0.007242488558586337,0.009162197908834527,0,962.6260381550699,1284.0623407283297,1585.9646138880726,1343.2487863473684,0.1,0.11699616177177212,5
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-05,2,2,1.293200445664335,0.9481435830034861,0.9219967525149695,0.01619792213859424,0.0070807444745451045,0.009745271996651478,0,970.9900115276284,1279.0258215128429,1574.0486589272189,1704.9677868486017,0.1,0.09217473404451387,4
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-06,2,2,1.2945326165118347,0.9469920177946213,0.9220886891990874,0.016306378610020173,0.006903334250442329,0.010409975319088582,0,977.9792447902383,1278.0892576950168,1587.5355632283022,2773.007490091153,0.1,0.05667310776072493,3
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-07,2,2,1.2955080052804449,0.9461476384787737,0.921950104640818,0.01640641059013481,0.0067566296171383215,0.011103966965317548,0,983.1000721799028,1280.6571457852442,1615.0634373191024,4036.559213815218,0.1,0.038932899031771113,2
Austria,2020-03-11,2020-03-16,2020-03-22,2020-04-08,2,2,1.2970389360933343,0.9449105928170839,0.9220525939814538,0.01654784271218793,0.006565687610687582,0.012229681112431808,0,990.8891579793685,1279.7914052628976,1648.6511637089975,6404.220039032183,0.1,0.024539280560226164,1
Belarus,2020-04-04,NA,2020-04-13,NA,1,1,1.1903502080124704,1.020618632658008,NA,0.03416414357182972,0.004656660680259609,NA,0,437.568001263804,NA,13626.309383145623,255835.78142628897,0.1,0.009716590133054938,2
Belarus,2020-04-04,NA,2020-04-14,NA,1,1,1.1776161069187554,1.0196358942585575,NA,0.02791727145284347,0.004525129273499167,NA,0,461.1442407551177,NA,5471.465955028229,98169.34708683674,0.1,0.025322073572417593,4
Belarus,2020-04-04,NA,2020-04-15,NA,1,1,1.169148832211052,1.018272385055567,NA,0.02177487879401363,0.004267421616421098,NA,0,495.02562311714587,NA,2667.7092661594497,42744.25395440813,0.1,0.05815638827479682,9
Belarus,2020-04-04,NA,2020-04-16,NA,1,1,1.1583468014045248,1.0170587202340957,NA,0.01729183591700822,0.004041348119427754,NA,0,526.7219666033599,NA,751.8815901867689,3782.8675810925088,0.1,0.6571341386396492,107
Belarus,2020-04-04,NA,2020-04-17,NA,1,1,1.1487335806666554,1.015599854230808,NA,0.014466165497371786,0.003988810056122076,NA,0,559.6941859363021,NA,1417.4994368122875,12818.492356013861,0.1,0.1939269736602705,32
