Country,N_knots,N_days_first_restriction,N_days_lockdown,Date_first_restriction,Date_lockdown
Portugal,2,8,15,2020-03-01,2020-03-04
Portugal,2,8,16,2020-03-01,2020-03-03
Portugal,2,8,17,2020-03-01,2020-03-02
Portugal,2,9,0,2020-02-29,2020-03-19
Portugal,2,9,1,2020-02-29,2020-03-18
Portugal,2,9,2,2020-02-29,2020-03-17
Portugal,2,9,3,2020-02-29,2020-03-16
Portugal,2,9,4,2020-02-29,2020-03-15
Portugal,2,9,5,2020-02-29,2020-03-14
Portugal,2,9,6,2020-02-29,2020-03-13
Portugal,2,9,7,2020-02-29,2020-03-12
Portugal,2,9,8,2020-02-29,2020-03-11
Portugal,2,9,9,2020-02-29,2020-03-10
Portugal,2,9,10,2020-02-29,2020-03-09
Portugal,2,9,11,2020-02-29,2020-03-08
Portugal,2,9,12,2020-02-29,2020-03-07
Portugal,2,9,13,2020-02-29,2020-03-06
Portugal,2,9,14,2020-02-29,2020-03-05
Portugal,2,9,15,2020-02-29,2020-03-04
Portugal,2,9,16,2020-02-29,2020-03-03
Portugal,2,9,17,2020-02-29,2020-03-02
Portugal,2,9,18,2020-02-29,2020-03-01
Portugal,2,10,0,2020-02-28,2020-03-19
Portugal,2,10,1,2020-02-28,2020-03-18
Portugal,2,10,2,2020-02-28,2020-03-17
Portugal,2,10,3,2020-02-28,2020-03-16
Portugal,2,10,4,2020-02-28,2020-03-15
Portugal,2,10,5,2020-02-28,2020-03-14
Portugal,2,10,6,2020-02-28,2020-03-13
Portugal,2,10,7,2020-02-28,2020-03-12
Portugal,2,10,8,2020-02-28,2020-03-11
Portugal,2,10,9,2020-02-28,2020-03-10
Portugal,2,10,10,2020-02-28,2020-03-09
Portugal,2,10,11,2020-02-28,2020-03-08
Portugal,2,10,12,2020-02-28,2020-03-07
Portugal,2,10,13,2020-02-28,2020-03-06
Portugal,2,10,14,2020-02-28,2020-03-05
Portugal,2,10,15,2020-02-28,2020-03-04
Portugal,2,10,16,2020-02-28,2020-03-03
Portugal,2,10,17,2020-02-28,2020-03-02
Portugal,2,10,18,2020-02-28,2020-03-01
Portugal,2,10,19,2020-02-28,2020-02-29
Romania,2,0,0,2020-03-08,2020-03-12
Romania,2,0,1,2020-03-08,2020-03-11
Romania,2,0,2,2020-03-08,2020-03-10
Romania,2,0,3,2020-03-08,2020-03-09
San Marino,2,0,0,2020-02-29,2020-03-15
San Marino,2,0,1,2020-02-29,2020-03-14
San Marino,2,0,2,2020-02-29,2020-03-13
San Marino,2,0,3,2020-02-29,2020-03-12
San Marino,2,0,4,2020-02-29,2020-03-11
San Marino,2,0,5,2020-02-29,2020-03-10
San Marino,2,0,6,2020-02-29,2020-03-09
San Marino,2,0,7,2020-02-29,2020-03-08
San Marino,2,0,8,2020-02-29,2020-03-07
San Marino,2,0,9,2020-02-29,2020-03-06
San Marino,2,0,10,2020-02-29,2020-03-05
San Marino,2,0,11,2020-02-29,2020-03-04
San Marino,2,0,12,2020-02-29,2020-03-03
San Marino,2,0,13,2020-02-29,2020-03-02
San Marino,2,0,14,2020-02-29,2020-03-01
San Marino,2,1,0,2020-02-28,2020-03-15
San Marino,2,1,1,2020-02-28,2020-03-14
San Marino,2,1,2,2020-02-28,2020-03-13
San Marino,2,1,3,2020-02-28,2020-03-12
San Marino,2,1,4,2020-02-28,2020-03-11
San Marino,2,1,5,2020-02-28,2020-03-10
San Marino,2,1,6,2020-02-28,2020-03-09
San Marino,2,1,7,2020-02-28,2020-03-08
San Marino,2,1,8,2020-02-28,2020-03-07
San Marino,2,1,9,2020-02-28,2020-03-06
San Marino,2,1,10,2020-02-28,2020-03-05
San Marino,2,1,11,2020-02-28,2020-03-04
San Marino,2,1,12,2020-02-28,2020-03-03
San Marino,2,1,13,2020-02-28,2020-03-02
San Marino,2,1,14,2020-02-28,2020-03-01
San Marino,2,1,15,2020-02-28,2020-02-29
San Marino,2,2,0,2020-02-27,2020-03-15
San Marino,2,2,1,2020-02-27,2020-03-14
San Marino,2,2,2,2020-02-27,2020-03-13
San Marino,2,2,3,2020-02-27,2020-03-12
San Marino,2,2,4,2020-02-27,2020-03-11
San Marino,2,2,5,2020-02-27,2020-03-10
San Marino,2,2,6,2020-02-27,2020-03-09
San Marino,2,2,7,2020-02-27,2020-03-08
San Marino,2,2,8,2020-02-27,2020-03-07
San Marino,2,2,9,2020-02-27,2020-03-06
San Marino,2,2,10,2020-02-27,2020-03-05
San Marino,2,2,11,2020-02-27,2020-03-04
San Marino,2,2,12,2020-02-27,2020-03-03
San Marino,2,2,13,2020-02-27,2020-03-02
San Marino,2,2,14,2020-02-27,2020-03-01
San Marino,2,2,15,2020-02-27,2020-02-29
San Marino,2,2,16,2020-02-27,2020-02-28
Serbia,2,0,0,2020-03-15,2020-03-15
Serbia,2,1,1,2020-03-14,2020-03-14
Serbia,2,2,2,2020-03-13,2020-03-13
Serbia,2,3,3,2020-03-12,2020-03-12
Serbia,2,4,4,2020-03-11,2020-03-11
Serbia,2,5,5,2020-03-10,2020-03-10
Serbia,2,6,6,2020-03-09,2020-03-09
Serbia,2,7,7,2020-03-08,2020-03-08
Serbia,2,8,8,2020-03-07,2020-03-07
Serbia,2,9,9,2020-03-06,2020-03-06
Serbia,2,10,10,2020-03-05,2020-03-05
Serbia,2,11,11,2020-03-04,2020-03-04
Serbia,2,12,12,2020-03-03,2020-03-03
Serbia,2,13,13,2020-03-02,2020-03-02
Serbia,2,14,14,2020-03-01,2020-03-01
Serbia,2,15,15,2020-02-29,2020-02-29
Serbia,2,16,16,2020-02-28,2020-02-28
Serbia,2,17,17,2020-02-27,2020-02-27
Serbia,2,18,18,2020-02-26,2020-02-26
Slovak Republic,2,0,0,2020-03-06,2020-03-16
Slovak Republic,2,0,1,2020-03-06,2020-03-15
Slovak Republic,2,0,2,2020-03-06,2020-03-14
Slovak Republic,2,0,3,2020-03-06,2020-03-13
Slovak Republic,2,0,4,2020-03-06,2020-03-12
Slovak Republic,2,0,5,2020-03-06,2020-03-11
Slovak Republic,2,0,6,2020-03-06,2020-03-10
Slovak Republic,2,0,7,2020-03-06,2020-03-09
Slovak Republic,2,0,8,2020-03-06,2020-03-08
Slovak Republic,2,0,9,2020-03-06,2020-03-07
Slovenia,2,0,0,2020-03-14,2020-03-19
Slovenia,2,0,1,2020-03-14,2020-03-18
Slovenia,2,0,2,2020-03-14,2020-03-17
Slovenia,2,0,3,2020-03-14,2020-03-16
Slovenia,2,0,4,2020-03-14,2020-03-15
Slovenia,2,1,0,2020-03-13,2020-03-19
Slovenia,2,1,1,2020-03-13,2020-03-18
Slovenia,2,1,2,2020-03-13,2020-03-17
Slovenia,2,1,3,2020-03-13,2020-03-16
Slovenia,2,1,4,2020-03-13,2020-03-15
Slovenia,2,1,5,2020-03-13,2020-03-14
Slovenia,2,2,0,2020-03-12,2020-03-19
Slovenia,2,2,1,2020-03-12,2020-03-18
Slovenia,2,2,2,2020-03-12,2020-03-17
Slovenia,2,2,3,2020-03-12,2020-03-16
Slovenia,2,2,4,2020-03-12,2020-03-15
Slovenia,2,2,5,2020-03-12,2020-03-14
Slovenia,2,2,6,2020-03-12,2020-03-13
Slovenia,2,3,0,2020-03-11,2020-03-19
Slovenia,2,3,1,2020-03-11,2020-03-18
Slovenia,2,3,2,2020-03-11,2020-03-17
Slovenia,2,3,3,2020-03-11,2020-03-16
Slovenia,2,3,4,2020-03-11,2020-03-15
Slovenia,2,3,5,2020-03-11,2020-03-14
Slovenia,2,3,6,2020-03-11,2020-03-13
Slovenia,2,3,7,2020-03-11,2020-03-12
Slovenia,2,4,0,2020-03-10,2020-03-19
Slovenia,2,4,1,2020-03-10,2020-03-18
Slovenia,2,4,2,2020-03-10,2020-03-17
Slovenia,2,4,3,2020-03-10,2020-03-16
Slovenia,2,4,4,2020-03-10,2020-03-15
Slovenia,2,4,5,2020-03-10,2020-03-14
Slovenia,2,4,6,2020-03-10,2020-03-13
Slovenia,2,4,7,2020-03-10,2020-03-12
Slovenia,2,4,8,2020-03-10,2020-03-11
Slovenia,2,5,0,2020-03-09,2020-03-19
Slovenia,2,5,1,2020-03-09,2020-03-18
Slovenia,2,5,2,2020-03-09,2020-03-17
Slovenia,2,5,3,2020-03-09,2020-03-16
Slovenia,2,5,4,2020-03-09,2020-03-15
Slovenia,2,5,5,2020-03-09,2020-03-14
Slovenia,2,5,6,2020-03-09,2020-03-13
Slovenia,2,5,7,2020-03-09,2020-03-12
Slovenia,2,5,8,2020-03-09,2020-03-11
Slovenia,2,5,9,2020-03-09,2020-03-10
Slovenia,2,6,0,2020-03-08,2020-03-19
Slovenia,2,6,1,2020-03-08,2020-03-18
Slovenia,2,6,2,2020-03-08,2020-03-17
Slovenia,2,6,3,2020-03-08,2020-03-16
Slovenia,2,6,4,2020-03-08,2020-03-15
Slovenia,2,6,5,2020-03-08,2020-03-14
Slovenia,2,6,6,2020-03-08,2020-03-13
Slovenia,2,6,7,2020-03-08,2020-03-12
Slovenia,2,6,8,2020-03-08,2020-03-11
Slovenia,2,6,9,2020-03-08,2020-03-10
Slovenia,2,6,10,2020-03-08,2020-03-09
Spain,2,0,0,2020-03-09,2020-03-14
Spain,2,0,1,2020-03-09,2020-03-13
Spain,2,0,2,2020-03-09,2020-03-12
Spain,2,0,3,2020-03-09,2020-03-11
Spain,2,0,4,2020-03-09,2020-03-10
Spain,2,1,0,2020-03-08,2020-03-14
Spain,2,1,1,2020-03-08,2020-03-13
Spain,2,1,2,2020-03-08,2020-03-12
Spain,2,1,3,2020-03-08,2020-03-11
Spain,2,1,4,2020-03-08,2020-03-10
Spain,2,1,5,2020-03-08,2020-03-09
Spain,2,2,0,2020-03-07,2020-03-14
Spain,2,2,1,2020-03-07,2020-03-13
Spain,2,2,2,2020-03-07,2020-03-12
Spain,2,2,3,2020-03-07,2020-03-11
Spain,2,2,4,2020-03-07,2020-03-10
Spain,2,2,5,2020-03-07,2020-03-09
Spain,2,2,6,2020-03-07,2020-03-08
Spain,2,3,0,2020-03-06,2020-03-14
Spain,2,3,1,2020-03-06,2020-03-13
Spain,2,3,2,2020-03-06,2020-03-12
Spain,2,3,3,2020-03-06,2020-03-11
Spain,2,3,4,2020-03-06,2020-03-10
Spain,2,3,5,2020-03-06,2020-03-09
Spain,2,3,6,2020-03-06,2020-03-08
Spain,2,3,7,2020-03-06,2020-03-07
Spain,2,4,0,2020-03-05,2020-03-14
Spain,2,4,1,2020-03-05,2020-03-13
Spain,2,4,2,2020-03-05,2020-03-12
Spain,2,4,3,2020-03-05,2020-03-11
Spain,2,4,4,2020-03-05,2020-03-10
Spain,2,4,5,2020-03-05,2020-03-09
Spain,2,4,6,2020-03-05,2020-03-08
Spain,2,4,7,2020-03-05,2020-03-07
Spain,2,4,8,2020-03-05,2020-03-06
Spain,2,5,0,2020-03-04,2020-03-14
Spain,2,5,1,2020-03-04,2020-03-13
Spain,2,5,2,2020-03-04,2020-03-12
Spain,2,5,3,2020-03-04,2020-03-11
Spain,2,5,4,2020-03-04,2020-03-10
Spain,2,5,5,2020-03-04,2020-03-09
Spain,2,5,6,2020-03-04,2020-03-08
Spain,2,5,7,2020-03-04,2020-03-07
Spain,2,5,8,2020-03-04,2020-03-06
Spain,2,5,9,2020-03-04,2020-03-05
Spain,2,6,0,2020-03-03,2020-03-14
Spain,2,6,1,2020-03-03,2020-03-13
Spain,2,6,2,2020-03-03,2020-03-12
Spain,2,6,3,2020-03-03,2020-03-11
Spain,2,6,4,2020-03-03,2020-03-10
Spain,2,6,5,2020-03-03,2020-03-09
Spain,2,6,6,2020-03-03,2020-03-08
Spain,2,6,7,2020-03-03,2020-03-07
Spain,2,6,8,2020-03-03,2020-03-06
Spain,2,6,9,2020-03-03,2020-03-05
Spain,2,6,10,2020-03-03,2020-03-04
Spain,2,7,0,2020-03-02,2020-03-14
Spain,2,7,1,2020-03-02,2020-03-13
Spain,2,7,2,2020-03-02,2020-03-12
Spain,2,7,3,2020-03-02,2020-03-11
Spain,2,7,4,2020-03-02,2020-03-10
Spain,2,7,5,2020-03-02,2020-03-09
Spain,2,7,6,2020-03-02,2020-03-08
Spain,2,7,7,2020-03-02,2020-03-07
Spain,2,7,8,2020-03-02,2020-03-06
Spain,2,7,9,2020-03-02,2020-03-05
Spain,2,7,10,2020-03-02,2020-03-04
Spain,2,7,11,2020-03-02,2020-03-03
Spain,2,8,0,2020-03-01,2020-03-14
Spain,2,8,1,2020-03-01,2020-03-13
Spain,2,8,2,2020-03-01,2020-03-12
Spain,2,8,3,2020-03-01,2020-03-11
Spain,2,8,4,2020-03-01,2020-03-10
Spain,2,8,5,2020-03-01,2020-03-09
Spain,2,8,6,2020-03-01,2020-03-08
Spain,2,8,7,2020-03-01,2020-03-07
Spain,2,8,8,2020-03-01,2020-03-06
Spain,2,8,9,2020-03-01,2020-03-05
Spain,2,8,10,2020-03-01,2020-03-04
Spain,2,8,11,2020-03-01,2020-03-03
Spain,2,8,12,2020-03-01,2020-03-02
Spain,2,9,0,2020-02-29,2020-03-14
Spain,2,9,1,2020-02-29,2020-03-13
Spain,2,9,2,2020-02-29,2020-03-12
Spain,2,9,3,2020-02-29,2020-03-11
Spain,2,9,4,2020-02-29,2020-03-10
Spain,2,9,5,2020-02-29,2020-03-09
Spain,2,9,6,2020-02-29,2020-03-08
Spain,2,9,7,2020-02-29,2020-03-07
Spain,2,9,8,2020-02-29,2020-03-06
Spain,2,9,9,2020-02-29,2020-03-05
Spain,2,9,10,2020-02-29,2020-03-04
Spain,2,9,11,2020-02-29,2020-03-03
Spain,2,9,12,2020-02-29,2020-03-02
Spain,2,9,13,2020-02-29,2020-03-01
Sweden,1,0,NA,2020-03-12,NA
Sweden,1,1,NA,2020-03-11,NA
Sweden,1,2,NA,2020-03-10,NA
Sweden,1,3,NA,2020-03-09,NA
Sweden,1,4,NA,2020-03-08,NA
Sweden,1,5,NA,2020-03-07,NA
Sweden,1,6,NA,2020-03-06,NA
Sweden,1,7,NA,2020-03-05,NA
Sweden,1,8,NA,2020-03-04,NA
Sweden,1,9,NA,2020-03-03,NA
Switzerland,2,0,0,2020-02-25,2020-03-17
Switzerland,2,0,1,2020-02-25,2020-03-16
Switzerland,2,0,2,2020-02-25,2020-03-15
Switzerland,2,0,3,2020-02-25,2020-03-14
Switzerland,2,0,4,2020-02-25,2020-03-13
Switzerland,2,0,5,2020-02-25,2020-03-12
Switzerland,2,0,6,2020-02-25,2020-03-11
Switzerland,2,0,7,2020-02-25,2020-03-10
Switzerland,2,0,8,2020-02-25,2020-03-09
Switzerland,2,0,9,2020-02-25,2020-03-08
Switzerland,2,0,10,2020-02-25,2020-03-07
Switzerland,2,0,11,2020-02-25,2020-03-06
Switzerland,2,0,12,2020-02-25,2020-03-05
Switzerland,2,0,13,2020-02-25,2020-03-04
Switzerland,2,0,14,2020-02-25,2020-03-03
Switzerland,2,0,15,2020-02-25,2020-03-02
Switzerland,2,0,16,2020-02-25,2020-03-01
Switzerland,2,0,17,2020-02-25,2020-02-29
Switzerland,2,0,18,2020-02-25,2020-02-28
Switzerland,2,0,19,2020-02-25,2020-02-27
Switzerland,2,0,20,2020-02-25,2020-02-26
Switzerland,2,1,0,2020-02-24,2020-03-17
Switzerland,2,1,1,2020-02-24,2020-03-16
Switzerland,2,1,2,2020-02-24,2020-03-15
Switzerland,2,1,3,2020-02-24,2020-03-14
Switzerland,2,1,4,2020-02-24,2020-03-13
Switzerland,2,1,5,2020-02-24,2020-03-12
Switzerland,2,1,6,2020-02-24,2020-03-11
Switzerland,2,1,7,2020-02-24,2020-03-10
Switzerland,2,1,8,2020-02-24,2020-03-09
Switzerland,2,1,9,2020-02-24,2020-03-08
Switzerland,2,1,10,2020-02-24,2020-03-07
Switzerland,2,1,11,2020-02-24,2020-03-06
Switzerland,2,1,12,2020-02-24,2020-03-05
Switzerland,2,1,13,2020-02-24,2020-03-04
Switzerland,2,1,14,2020-02-24,2020-03-03
Switzerland,2,1,15,2020-02-24,2020-03-02
Switzerland,2,1,16,2020-02-24,2020-03-01
Switzerland,2,1,17,2020-02-24,2020-02-29
Switzerland,2,1,18,2020-02-24,2020-02-28
Switzerland,2,1,19,2020-02-24,2020-02-27
Switzerland,2,1,20,2020-02-24,2020-02-26
Switzerland,2,1,21,2020-02-24,2020-02-25
Switzerland,2,2,0,2020-02-23,2020-03-17
Switzerland,2,2,1,2020-02-23,2020-03-16
Switzerland,2,2,2,2020-02-23,2020-03-15
Switzerland,2,2,3,2020-02-23,2020-03-14
Switzerland,2,2,4,2020-02-23,2020-03-13
Switzerland,2,2,5,2020-02-23,2020-03-12
Switzerland,2,2,6,2020-02-23,2020-03-11
Switzerland,2,2,7,2020-02-23,2020-03-10
Switzerland,2,2,8,2020-02-23,2020-03-09
Switzerland,2,2,9,2020-02-23,2020-03-08
Switzerland,2,2,10,2020-02-23,2020-03-07
Switzerland,2,2,11,2020-02-23,2020-03-06
Switzerland,2,2,12,2020-02-23,2020-03-05
Switzerland,2,2,13,2020-02-23,2020-03-04
Switzerland,2,2,14,2020-02-23,2020-03-03
Switzerland,2,2,15,2020-02-23,2020-03-02
Switzerland,2,2,16,2020-02-23,2020-03-01
Switzerland,2,2,17,2020-02-23,2020-02-29
Switzerland,2,2,18,2020-02-23,2020-02-28
Switzerland,2,2,19,2020-02-23,2020-02-27
Switzerland,2,2,20,2020-02-23,2020-02-26
Switzerland,2,2,21,2020-02-23,2020-02-25
Switzerland,2,2,22,2020-02-23,2020-02-24
Switzerland,2,3,0,2020-02-22,2020-03-17
Switzerland,2,3,1,2020-02-22,2020-03-16
Switzerland,2,3,2,2020-02-22,2020-03-15
Switzerland,2,3,3,2020-02-22,2020-03-14
Switzerland,2,3,4,2020-02-22,2020-03-13
Switzerland,2,3,5,2020-02-22,2020-03-12
Switzerland,2,3,6,2020-02-22,2020-03-11
Switzerland,2,3,7,2020-02-22,2020-03-10
Switzerland,2,3,8,2020-02-22,2020-03-09
Switzerland,2,3,9,2020-02-22,2020-03-08
Switzerland,2,3,10,2020-02-22,2020-03-07
Switzerland,2,3,11,2020-02-22,2020-03-06
Switzerland,2,3,12,2020-02-22,2020-03-05
Switzerland,2,3,13,2020-02-22,2020-03-04
Switzerland,2,3,14,2020-02-22,2020-03-03
Switzerland,2,3,15,2020-02-22,2020-03-02
Switzerland,2,3,16,2020-02-22,2020-03-01
Switzerland,2,3,17,2020-02-22,2020-02-29
Switzerland,2,3,18,2020-02-22,2020-02-28
Switzerland,2,3,19,2020-02-22,2020-02-27
Switzerland,2,3,20,2020-02-22,2020-02-26
Switzerland,2,3,21,2020-02-22,2020-02-25
Switzerland,2,3,22,2020-02-22,2020-02-24
Switzerland,2,3,23,2020-02-22,2020-02-23
Switzerland,2,4,0,2020-02-21,2020-03-17
Switzerland,2,4,1,2020-02-21,2020-03-16
Switzerland,2,4,2,2020-02-21,2020-03-15
Switzerland,2,4,3,2020-02-21,2020-03-14
Switzerland,2,4,4,2020-02-21,2020-03-13
Switzerland,2,4,5,2020-02-21,2020-03-12
Switzerland,2,4,6,2020-02-21,2020-03-11
Switzerland,2,4,7,2020-02-21,2020-03-10
Switzerland,2,4,8,2020-02-21,2020-03-09
Switzerland,2,4,9,2020-02-21,2020-03-08
Switzerland,2,4,10,2020-02-21,2020-03-07
Switzerland,2,4,11,2020-02-21,2020-03-06
Switzerland,2,4,12,2020-02-21,2020-03-05
Switzerland,2,4,13,2020-02-21,2020-03-04
Switzerland,2,4,14,2020-02-21,2020-03-03
Switzerland,2,4,15,2020-02-21,2020-03-02
Switzerland,2,4,16,2020-02-21,2020-03-01
Switzerland,2,4,17,2020-02-21,2020-02-29
Switzerland,2,4,18,2020-02-21,2020-02-28
Switzerland,2,4,19,2020-02-21,2020-02-27
Switzerland,2,4,20,2020-02-21,2020-02-26
Switzerland,2,4,21,2020-02-21,2020-02-25
Switzerland,2,4,22,2020-02-21,2020-02-24
Switzerland,2,4,23,2020-02-21,2020-02-23
Switzerland,2,4,24,2020-02-21,2020-02-22
Switzerland,2,5,0,2020-02-20,2020-03-17
Switzerland,2,5,1,2020-02-20,2020-03-16
Switzerland,2,5,2,2020-02-20,2020-03-15
Switzerland,2,5,3,2020-02-20,2020-03-14
Switzerland,2,5,4,2020-02-20,2020-03-13
Switzerland,2,5,5,2020-02-20,2020-03-12
Switzerland,2,5,6,2020-02-20,2020-03-11
Switzerland,2,5,7,2020-02-20,2020-03-10
Switzerland,2,5,8,2020-02-20,2020-03-09
Switzerland,2,5,9,2020-02-20,2020-03-08
Switzerland,2,5,10,2020-02-20,2020-03-07
Switzerland,2,5,11,2020-02-20,2020-03-06
Switzerland,2,5,12,2020-02-20,2020-03-05
Switzerland,2,5,13,2020-02-20,2020-03-04
Switzerland,2,5,14,2020-02-20,2020-03-03
Switzerland,2,5,15,2020-02-20,2020-03-02
Switzerland,2,5,16,2020-02-20,2020-03-01
Switzerland,2,5,17,2020-02-20,2020-02-29
Switzerland,2,5,18,2020-02-20,2020-02-28
Switzerland,2,5,19,2020-02-20,2020-02-27
Switzerland,2,5,20,2020-02-20,2020-02-26
Switzerland,2,5,21,2020-02-20,2020-02-25
Switzerland,2,5,22,2020-02-20,2020-02-24
Switzerland,2,5,23,2020-02-20,2020-02-23
Switzerland,2,5,24,2020-02-20,2020-02-22
Switzerland,2,5,25,2020-02-20,2020-02-21
Switzerland,2,6,0,2020-02-19,2020-03-17
Switzerland,2,6,1,2020-02-19,2020-03-16
Switzerland,2,6,2,2020-02-19,2020-03-15
Switzerland,2,6,3,2020-02-19,2020-03-14
Switzerland,2,6,4,2020-02-19,2020-03-13
Switzerland,2,6,5,2020-02-19,2020-03-12
Switzerland,2,6,6,2020-02-19,2020-03-11
Switzerland,2,6,7,2020-02-19,2020-03-10
Switzerland,2,6,8,2020-02-19,2020-03-09
Switzerland,2,6,9,2020-02-19,2020-03-08
Switzerland,2,6,10,2020-02-19,2020-03-07
Switzerland,2,6,11,2020-02-19,2020-03-06
Switzerland,2,6,12,2020-02-19,2020-03-05
Switzerland,2,6,13,2020-02-19,2020-03-04
Switzerland,2,6,14,2020-02-19,2020-03-03
Switzerland,2,6,15,2020-02-19,2020-03-02
Switzerland,2,6,16,2020-02-19,2020-03-01
Switzerland,2,6,17,2020-02-19,2020-02-29
Switzerland,2,6,18,2020-02-19,2020-02-28
Switzerland,2,6,19,2020-02-19,2020-02-27
Switzerland,2,6,20,2020-02-19,2020-02-26
Switzerland,2,6,21,2020-02-19,2020-02-25
Switzerland,2,6,22,2020-02-19,2020-02-24
Switzerland,2,6,23,2020-02-19,2020-02-23
Switzerland,2,6,24,2020-02-19,2020-02-22
Switzerland,2,6,25,2020-02-19,2020-02-21
Switzerland,2,6,26,2020-02-19,2020-02-20
Switzerland,2,7,0,2020-02-18,2020-03-17
Switzerland,2,7,1,2020-02-18,2020-03-16
Switzerland,2,7,2,2020-02-18,2020-03-15
Switzerland,2,7,3,2020-02-18,2020-03-14
Switzerland,2,7,4,2020-02-18,2020-03-13
Switzerland,2,7,5,2020-02-18,2020-03-12
Switzerland,2,7,6,2020-02-18,2020-03-11
Switzerland,2,7,7,2020-02-18,2020-03-10
Switzerland,2,7,8,2020-02-18,2020-03-09
Switzerland,2,7,9,2020-02-18,2020-03-08
Switzerland,2,7,10,2020-02-18,2020-03-07
Switzerland,2,7,11,2020-02-18,2020-03-06
Switzerland,2,7,12,2020-02-18,2020-03-05
Switzerland,2,7,13,2020-02-18,2020-03-04
Switzerland,2,7,14,2020-02-18,2020-03-03
Switzerland,2,7,15,2020-02-18,2020-03-02
Switzerland,2,7,16,2020-02-18,2020-03-01
Switzerland,2,7,17,2020-02-18,2020-02-29
Switzerland,2,7,18,2020-02-18,2020-02-28
Switzerland,2,7,19,2020-02-18,2020-02-27
Switzerland,2,7,20,2020-02-18,2020-02-26
Switzerland,2,7,21,2020-02-18,2020-02-25
Switzerland,2,7,22,2020-02-18,2020-02-24
Switzerland,2,7,23,2020-02-18,2020-02-23
Switzerland,2,7,24,2020-02-18,2020-02-22
Switzerland,2,7,25,2020-02-18,2020-02-21
Switzerland,2,7,26,2020-02-18,2020-02-20
Switzerland,2,7,27,2020-02-18,2020-02-19
Switzerland,2,8,0,2020-02-17,2020-03-17
Switzerland,2,8,1,2020-02-17,2020-03-16
Switzerland,2,8,2,2020-02-17,2020-03-15
Switzerland,2,8,3,2020-02-17,2020-03-14
Switzerland,2,8,4,2020-02-17,2020-03-13
Switzerland,2,8,5,2020-02-17,2020-03-12
Switzerland,2,8,6,2020-02-17,2020-03-11
Switzerland,2,8,7,2020-02-17,2020-03-10
Switzerland,2,8,8,2020-02-17,2020-03-09
Switzerland,2,8,9,2020-02-17,2020-03-08
Switzerland,2,8,10,2020-02-17,2020-03-07
Switzerland,2,8,11,2020-02-17,2020-03-06
Switzerland,2,8,12,2020-02-17,2020-03-05
Switzerland,2,8,13,2020-02-17,2020-03-04
Switzerland,2,8,14,2020-02-17,2020-03-03
Switzerland,2,8,15,2020-02-17,2020-03-02
Switzerland,2,8,16,2020-02-17,2020-03-01
Switzerland,2,8,17,2020-02-17,2020-02-29
Switzerland,2,8,18,2020-02-17,2020-02-28
Switzerland,2,8,19,2020-02-17,2020-02-27
Switzerland,2,8,20,2020-02-17,2020-02-26
Switzerland,2,8,21,2020-02-17,2020-02-25
Switzerland,2,8,22,2020-02-17,2020-02-24
Switzerland,2,8,23,2020-02-17,2020-02-23
Switzerland,2,8,24,2020-02-17,2020-02-22
Switzerland,2,8,25,2020-02-17,2020-02-21
Switzerland,2,8,26,2020-02-17,2020-02-20
Switzerland,2,8,27,2020-02-17,2020-02-19
Switzerland,2,8,28,2020-02-17,2020-02-18
Switzerland,2,9,0,2020-02-16,2020-03-17
Switzerland,2,9,1,2020-02-16,2020-03-16
Switzerland,2,9,2,2020-02-16,2020-03-15
Switzerland,2,9,3,2020-02-16,2020-03-14
Switzerland,2,9,4,2020-02-16,2020-03-13
Switzerland,2,9,5,2020-02-16,2020-03-12
Switzerland,2,9,6,2020-02-16,2020-03-11
Switzerland,2,9,7,2020-02-16,2020-03-10
Switzerland,2,9,8,2020-02-16,2020-03-09
Switzerland,2,9,9,2020-02-16,2020-03-08
Switzerland,2,9,10,2020-02-16,2020-03-07
Switzerland,2,9,11,2020-02-16,2020-03-06
Switzerland,2,9,12,2020-02-16,2020-03-05
Switzerland,2,9,13,2020-02-16,2020-03-04
Switzerland,2,9,14,2020-02-16,2020-03-03
Switzerland,2,9,15,2020-02-16,2020-03-02
Switzerland,2,9,16,2020-02-16,2020-03-01
Switzerland,2,9,17,2020-02-16,2020-02-29
Switzerland,2,9,18,2020-02-16,2020-02-28
Switzerland,2,9,19,2020-02-16,2020-02-27
Switzerland,2,9,20,2020-02-16,2020-02-26
Switzerland,2,9,21,2020-02-16,2020-02-25
Switzerland,2,9,22,2020-02-16,2020-02-24
Switzerland,2,9,23,2020-02-16,2020-02-23
Switzerland,2,9,24,2020-02-16,2020-02-22
Switzerland,2,9,25,2020-02-16,2020-02-21
Switzerland,2,9,26,2020-02-16,2020-02-20
Switzerland,2,9,27,2020-02-16,2020-02-19
Switzerland,2,9,28,2020-02-16,2020-02-18
Switzerland,2,9,29,2020-02-16,2020-02-17
Switzerland,2,10,0,2020-02-15,2020-03-17
Switzerland,2,10,1,2020-02-15,2020-03-16
Switzerland,2,10,2,2020-02-15,2020-03-15
Switzerland,2,10,3,2020-02-15,2020-03-14
Switzerland,2,10,4,2020-02-15,2020-03-13
Switzerland,2,10,5,2020-02-15,2020-03-12
Switzerland,2,10,6,2020-02-15,2020-03-11
Switzerland,2,10,7,2020-02-15,2020-03-10
Switzerland,2,10,8,2020-02-15,2020-03-09
Switzerland,2,10,9,2020-02-15,2020-03-08
