Country,N_knots,N_days_first_restriction,N_days_lockdown,Date_first_restriction,Date_lockdown
Croatia,2,22,25,2020-02-17,2020-02-24
Croatia,2,22,26,2020-02-17,2020-02-23
Croatia,2,22,27,2020-02-17,2020-02-22
Croatia,2,22,28,2020-02-17,2020-02-21
Croatia,2,22,29,2020-02-17,2020-02-20
Croatia,2,22,30,2020-02-17,2020-02-19
Croatia,2,22,31,2020-02-17,2020-02-18
Croatia,2,23,0,2020-02-16,2020-03-20
Croatia,2,23,1,2020-02-16,2020-03-19
Croatia,2,23,2,2020-02-16,2020-03-18
Croatia,2,23,3,2020-02-16,2020-03-17
Croatia,2,23,4,2020-02-16,2020-03-16
Croatia,2,23,5,2020-02-16,2020-03-15
Croatia,2,23,6,2020-02-16,2020-03-14
Croatia,2,23,7,2020-02-16,2020-03-13
Croatia,2,23,8,2020-02-16,2020-03-12
Croatia,2,23,9,2020-02-16,2020-03-11
Croatia,2,23,10,2020-02-16,2020-03-10
Croatia,2,23,11,2020-02-16,2020-03-09
Croatia,2,23,12,2020-02-16,2020-03-08
Croatia,2,23,13,2020-02-16,2020-03-07
Croatia,2,23,14,2020-02-16,2020-03-06
Croatia,2,23,15,2020-02-16,2020-03-05
Croatia,2,23,16,2020-02-16,2020-03-04
Croatia,2,23,17,2020-02-16,2020-03-03
Croatia,2,23,18,2020-02-16,2020-03-02
Croatia,2,23,19,2020-02-16,2020-03-01
Croatia,2,23,20,2020-02-16,2020-02-29
Croatia,2,23,21,2020-02-16,2020-02-28
Croatia,2,23,22,2020-02-16,2020-02-27
Croatia,2,23,23,2020-02-16,2020-02-26
Croatia,2,23,24,2020-02-16,2020-02-25
Croatia,2,23,25,2020-02-16,2020-02-24
Croatia,2,23,26,2020-02-16,2020-02-23
Croatia,2,23,27,2020-02-16,2020-02-22
Croatia,2,23,28,2020-02-16,2020-02-21
Croatia,2,23,29,2020-02-16,2020-02-20
Croatia,2,23,30,2020-02-16,2020-02-19
Croatia,2,23,31,2020-02-16,2020-02-18
Croatia,2,23,32,2020-02-16,2020-02-17
Croatia,2,24,0,2020-02-15,2020-03-20
Croatia,2,24,1,2020-02-15,2020-03-19
Croatia,2,24,2,2020-02-15,2020-03-18
Croatia,2,24,3,2020-02-15,2020-03-17
Croatia,2,24,4,2020-02-15,2020-03-16
Croatia,2,24,5,2020-02-15,2020-03-15
Croatia,2,24,6,2020-02-15,2020-03-14
Croatia,2,24,7,2020-02-15,2020-03-13
Croatia,2,24,8,2020-02-15,2020-03-12
Croatia,2,24,9,2020-02-15,2020-03-11
Croatia,2,24,10,2020-02-15,2020-03-10
Croatia,2,24,11,2020-02-15,2020-03-09
Croatia,2,24,12,2020-02-15,2020-03-08
Croatia,2,24,13,2020-02-15,2020-03-07
Croatia,2,24,14,2020-02-15,2020-03-06
Croatia,2,24,15,2020-02-15,2020-03-05
Croatia,2,24,16,2020-02-15,2020-03-04
Croatia,2,24,17,2020-02-15,2020-03-03
Croatia,2,24,18,2020-02-15,2020-03-02
Croatia,2,24,19,2020-02-15,2020-03-01
Croatia,2,24,20,2020-02-15,2020-02-29
Croatia,2,24,21,2020-02-15,2020-02-28
Croatia,2,24,22,2020-02-15,2020-02-27
Croatia,2,24,23,2020-02-15,2020-02-26
Croatia,2,24,24,2020-02-15,2020-02-25
Croatia,2,24,25,2020-02-15,2020-02-24
Croatia,2,24,26,2020-02-15,2020-02-23
Croatia,2,24,27,2020-02-15,2020-02-22
Croatia,2,24,28,2020-02-15,2020-02-21
Croatia,2,24,29,2020-02-15,2020-02-20
Croatia,2,24,30,2020-02-15,2020-02-19
Croatia,2,24,31,2020-02-15,2020-02-18
Croatia,2,24,32,2020-02-15,2020-02-17
Croatia,2,24,33,2020-02-15,2020-02-16
Croatia,2,25,0,2020-02-14,2020-03-20
Croatia,2,25,1,2020-02-14,2020-03-19
Croatia,2,25,2,2020-02-14,2020-03-18
Croatia,2,25,3,2020-02-14,2020-03-17
Croatia,2,25,4,2020-02-14,2020-03-16
Croatia,2,25,5,2020-02-14,2020-03-15
Croatia,2,25,6,2020-02-14,2020-03-14
Croatia,2,25,7,2020-02-14,2020-03-13
Croatia,2,25,8,2020-02-14,2020-03-12
Croatia,2,25,9,2020-02-14,2020-03-11
Croatia,2,25,10,2020-02-14,2020-03-10
Croatia,2,25,11,2020-02-14,2020-03-09
Croatia,2,25,12,2020-02-14,2020-03-08
Croatia,2,25,13,2020-02-14,2020-03-07
Croatia,2,25,14,2020-02-14,2020-03-06
Croatia,2,25,15,2020-02-14,2020-03-05
Croatia,2,25,16,2020-02-14,2020-03-04
Croatia,2,25,17,2020-02-14,2020-03-03
Croatia,2,25,18,2020-02-14,2020-03-02
Croatia,2,25,19,2020-02-14,2020-03-01
Croatia,2,25,20,2020-02-14,2020-02-29
Croatia,2,25,21,2020-02-14,2020-02-28
Croatia,2,25,22,2020-02-14,2020-02-27
Croatia,2,25,23,2020-02-14,2020-02-26
Croatia,2,25,24,2020-02-14,2020-02-25
Croatia,2,25,25,2020-02-14,2020-02-24
Croatia,2,25,26,2020-02-14,2020-02-23
Croatia,2,25,27,2020-02-14,2020-02-22
Croatia,2,25,28,2020-02-14,2020-02-21
Croatia,2,25,29,2020-02-14,2020-02-20
Croatia,2,25,30,2020-02-14,2020-02-19
Croatia,2,25,31,2020-02-14,2020-02-18
Croatia,2,25,32,2020-02-14,2020-02-17
Croatia,2,25,33,2020-02-14,2020-02-16
Croatia,2,25,34,2020-02-14,2020-02-15
Croatia,2,26,0,2020-02-13,2020-03-20
Croatia,2,26,1,2020-02-13,2020-03-19
Croatia,2,26,2,2020-02-13,2020-03-18
Croatia,2,26,3,2020-02-13,2020-03-17
Croatia,2,26,4,2020-02-13,2020-03-16
Croatia,2,26,5,2020-02-13,2020-03-15
Croatia,2,26,6,2020-02-13,2020-03-14
Croatia,2,26,7,2020-02-13,2020-03-13
Croatia,2,26,8,2020-02-13,2020-03-12
Croatia,2,26,9,2020-02-13,2020-03-11
Croatia,2,26,10,2020-02-13,2020-03-10
Croatia,2,26,11,2020-02-13,2020-03-09
Croatia,2,26,12,2020-02-13,2020-03-08
Croatia,2,26,13,2020-02-13,2020-03-07
Croatia,2,26,14,2020-02-13,2020-03-06
Croatia,2,26,15,2020-02-13,2020-03-05
Croatia,2,26,16,2020-02-13,2020-03-04
Croatia,2,26,17,2020-02-13,2020-03-03
Croatia,2,26,18,2020-02-13,2020-03-02
Croatia,2,26,19,2020-02-13,2020-03-01
Croatia,2,26,20,2020-02-13,2020-02-29
Croatia,2,26,21,2020-02-13,2020-02-28
Croatia,2,26,22,2020-02-13,2020-02-27
Croatia,2,26,23,2020-02-13,2020-02-26
Croatia,2,26,24,2020-02-13,2020-02-25
Croatia,2,26,25,2020-02-13,2020-02-24
Croatia,2,26,26,2020-02-13,2020-02-23
Croatia,2,26,27,2020-02-13,2020-02-22
Croatia,2,26,28,2020-02-13,2020-02-21
Croatia,2,26,29,2020-02-13,2020-02-20
Croatia,2,26,30,2020-02-13,2020-02-19
Croatia,2,26,31,2020-02-13,2020-02-18
Croatia,2,26,32,2020-02-13,2020-02-17
Croatia,2,26,33,2020-02-13,2020-02-16
Croatia,2,26,34,2020-02-13,2020-02-15
Croatia,2,26,35,2020-02-13,2020-02-14
Czech Republic,2,0,0,2020-03-11,2020-03-13
Czech Republic,2,0,1,2020-03-11,2020-03-12
Czech Republic,2,1,0,2020-03-10,2020-03-13
Czech Republic,2,1,1,2020-03-10,2020-03-12
Czech Republic,2,1,2,2020-03-10,2020-03-11
Czech Republic,2,2,0,2020-03-09,2020-03-13
Czech Republic,2,2,1,2020-03-09,2020-03-12
Czech Republic,2,2,2,2020-03-09,2020-03-11
Czech Republic,2,2,3,2020-03-09,2020-03-10
Czech Republic,2,3,0,2020-03-08,2020-03-13
Czech Republic,2,3,1,2020-03-08,2020-03-12
Czech Republic,2,3,2,2020-03-08,2020-03-11
Czech Republic,2,3,3,2020-03-08,2020-03-10
Czech Republic,2,3,4,2020-03-08,2020-03-09
Czech Republic,2,4,0,2020-03-07,2020-03-13
Czech Republic,2,4,1,2020-03-07,2020-03-12
Czech Republic,2,4,2,2020-03-07,2020-03-11
Czech Republic,2,4,3,2020-03-07,2020-03-10
Czech Republic,2,4,4,2020-03-07,2020-03-09
Czech Republic,2,4,5,2020-03-07,2020-03-08
Czech Republic,2,5,0,2020-03-06,2020-03-13
Czech Republic,2,5,1,2020-03-06,2020-03-12
Czech Republic,2,5,2,2020-03-06,2020-03-11
Czech Republic,2,5,3,2020-03-06,2020-03-10
Czech Republic,2,5,4,2020-03-06,2020-03-09
Czech Republic,2,5,5,2020-03-06,2020-03-08
Czech Republic,2,5,6,2020-03-06,2020-03-07
Czech Republic,2,6,0,2020-03-05,2020-03-13
Czech Republic,2,6,1,2020-03-05,2020-03-12
Czech Republic,2,6,2,2020-03-05,2020-03-11
Czech Republic,2,6,3,2020-03-05,2020-03-10
Czech Republic,2,6,4,2020-03-05,2020-03-09
Czech Republic,2,6,5,2020-03-05,2020-03-08
Czech Republic,2,6,6,2020-03-05,2020-03-07
Czech Republic,2,6,7,2020-03-05,2020-03-06
Czech Republic,2,7,0,2020-03-04,2020-03-13
Czech Republic,2,7,1,2020-03-04,2020-03-12
Czech Republic,2,7,2,2020-03-04,2020-03-11
Czech Republic,2,7,3,2020-03-04,2020-03-10
Czech Republic,2,7,4,2020-03-04,2020-03-09
Czech Republic,2,7,5,2020-03-04,2020-03-08
Czech Republic,2,7,6,2020-03-04,2020-03-07
Czech Republic,2,7,7,2020-03-04,2020-03-06
Czech Republic,2,7,8,2020-03-04,2020-03-05
Denmark,1,0,NA,2020-03-03,NA
Denmark,1,1,NA,2020-03-02,NA
Denmark,1,2,NA,2020-03-01,NA
Denmark,1,3,NA,2020-02-29,NA
Denmark,1,4,NA,2020-02-28,NA
Denmark,1,5,NA,2020-02-27,NA
Estonia,2,0,0,2020-03-12,2020-03-27
Estonia,2,0,1,2020-03-12,2020-03-26
Estonia,2,0,2,2020-03-12,2020-03-25
Estonia,2,0,3,2020-03-12,2020-03-24
Estonia,2,0,4,2020-03-12,2020-03-23
Estonia,2,0,5,2020-03-12,2020-03-22
Estonia,2,0,6,2020-03-12,2020-03-21
Estonia,2,0,7,2020-03-12,2020-03-20
Estonia,2,0,8,2020-03-12,2020-03-19
Estonia,2,0,9,2020-03-12,2020-03-18
Estonia,2,0,10,2020-03-12,2020-03-17
Estonia,2,0,11,2020-03-12,2020-03-16
Estonia,2,0,12,2020-03-12,2020-03-15
Estonia,2,0,13,2020-03-12,2020-03-14
Estonia,2,0,14,2020-03-12,2020-03-13
Estonia,2,1,0,2020-03-11,2020-03-27
Estonia,2,1,1,2020-03-11,2020-03-26
Estonia,2,1,2,2020-03-11,2020-03-25
Estonia,2,1,3,2020-03-11,2020-03-24
Estonia,2,1,4,2020-03-11,2020-03-23
Estonia,2,1,5,2020-03-11,2020-03-22
Estonia,2,1,6,2020-03-11,2020-03-21
Estonia,2,1,7,2020-03-11,2020-03-20
Estonia,2,1,8,2020-03-11,2020-03-19
Estonia,2,1,9,2020-03-11,2020-03-18
Estonia,2,1,10,2020-03-11,2020-03-17
Estonia,2,1,11,2020-03-11,2020-03-16
Estonia,2,1,12,2020-03-11,2020-03-15
Estonia,2,1,13,2020-03-11,2020-03-14
Estonia,2,1,14,2020-03-11,2020-03-13
Estonia,2,1,15,2020-03-11,2020-03-12
Estonia,2,2,0,2020-03-10,2020-03-27
Estonia,2,2,1,2020-03-10,2020-03-26
Estonia,2,2,2,2020-03-10,2020-03-25
Estonia,2,2,3,2020-03-10,2020-03-24
Estonia,2,2,4,2020-03-10,2020-03-23
Estonia,2,2,5,2020-03-10,2020-03-22
Estonia,2,2,6,2020-03-10,2020-03-21
Estonia,2,2,7,2020-03-10,2020-03-20
Estonia,2,2,8,2020-03-10,2020-03-19
Estonia,2,2,9,2020-03-10,2020-03-18
Estonia,2,2,10,2020-03-10,2020-03-17
Estonia,2,2,11,2020-03-10,2020-03-16
Estonia,2,2,12,2020-03-10,2020-03-15
Estonia,2,2,13,2020-03-10,2020-03-14
Estonia,2,2,14,2020-03-10,2020-03-13
Estonia,2,2,15,2020-03-10,2020-03-12
Estonia,2,2,16,2020-03-10,2020-03-11
Estonia,2,3,0,2020-03-09,2020-03-27
Estonia,2,3,1,2020-03-09,2020-03-26
Estonia,2,3,2,2020-03-09,2020-03-25
Estonia,2,3,3,2020-03-09,2020-03-24
Estonia,2,3,4,2020-03-09,2020-03-23
Estonia,2,3,5,2020-03-09,2020-03-22
Estonia,2,3,6,2020-03-09,2020-03-21
Estonia,2,3,7,2020-03-09,2020-03-20
Estonia,2,3,8,2020-03-09,2020-03-19
Estonia,2,3,9,2020-03-09,2020-03-18
Estonia,2,3,10,2020-03-09,2020-03-17
Estonia,2,3,11,2020-03-09,2020-03-16
Estonia,2,3,12,2020-03-09,2020-03-15
Estonia,2,3,13,2020-03-09,2020-03-14
Estonia,2,3,14,2020-03-09,2020-03-13
Estonia,2,3,15,2020-03-09,2020-03-12
Estonia,2,3,16,2020-03-09,2020-03-11
Estonia,2,3,17,2020-03-09,2020-03-10
Estonia,2,4,0,2020-03-08,2020-03-27
Estonia,2,4,1,2020-03-08,2020-03-26
Estonia,2,4,2,2020-03-08,2020-03-25
Estonia,2,4,3,2020-03-08,2020-03-24
Estonia,2,4,4,2020-03-08,2020-03-23
Estonia,2,4,5,2020-03-08,2020-03-22
Estonia,2,4,6,2020-03-08,2020-03-21
Estonia,2,4,7,2020-03-08,2020-03-20
Estonia,2,4,8,2020-03-08,2020-03-19
Estonia,2,4,9,2020-03-08,2020-03-18
Estonia,2,4,10,2020-03-08,2020-03-17
Estonia,2,4,11,2020-03-08,2020-03-16
Estonia,2,4,12,2020-03-08,2020-03-15
Estonia,2,4,13,2020-03-08,2020-03-14
Estonia,2,4,14,2020-03-08,2020-03-13
Estonia,2,4,15,2020-03-08,2020-03-12
Estonia,2,4,16,2020-03-08,2020-03-11
Estonia,2,4,17,2020-03-08,2020-03-10
Estonia,2,4,18,2020-03-08,2020-03-09
Estonia,2,5,0,2020-03-07,2020-03-27
Estonia,2,5,1,2020-03-07,2020-03-26
Estonia,2,5,2,2020-03-07,2020-03-25
Estonia,2,5,3,2020-03-07,2020-03-24
Estonia,2,5,4,2020-03-07,2020-03-23
Estonia,2,5,5,2020-03-07,2020-03-22
Estonia,2,5,6,2020-03-07,2020-03-21
Estonia,2,5,7,2020-03-07,2020-03-20
Estonia,2,5,8,2020-03-07,2020-03-19
Estonia,2,5,9,2020-03-07,2020-03-18
Estonia,2,5,10,2020-03-07,2020-03-17
Estonia,2,5,11,2020-03-07,2020-03-16
Estonia,2,5,12,2020-03-07,2020-03-15
Estonia,2,5,13,2020-03-07,2020-03-14
Estonia,2,5,14,2020-03-07,2020-03-13
Estonia,2,5,15,2020-03-07,2020-03-12
Estonia,2,5,16,2020-03-07,2020-03-11
Estonia,2,5,17,2020-03-07,2020-03-10
Estonia,2,5,18,2020-03-07,2020-03-09
Estonia,2,5,19,2020-03-07,2020-03-08
Estonia,2,6,0,2020-03-06,2020-03-27
Estonia,2,6,1,2020-03-06,2020-03-26
Estonia,2,6,2,2020-03-06,2020-03-25
Estonia,2,6,3,2020-03-06,2020-03-24
Estonia,2,6,4,2020-03-06,2020-03-23
Estonia,2,6,5,2020-03-06,2020-03-22
Estonia,2,6,6,2020-03-06,2020-03-21
Estonia,2,6,7,2020-03-06,2020-03-20
Estonia,2,6,8,2020-03-06,2020-03-19
Estonia,2,6,9,2020-03-06,2020-03-18
Estonia,2,6,10,2020-03-06,2020-03-17
Estonia,2,6,11,2020-03-06,2020-03-16
Estonia,2,6,12,2020-03-06,2020-03-15
Estonia,2,6,13,2020-03-06,2020-03-14
Estonia,2,6,14,2020-03-06,2020-03-13
Estonia,2,6,15,2020-03-06,2020-03-12
Estonia,2,6,16,2020-03-06,2020-03-11
Estonia,2,6,17,2020-03-06,2020-03-10
Estonia,2,6,18,2020-03-06,2020-03-09
Estonia,2,6,19,2020-03-06,2020-03-08
Estonia,2,6,20,2020-03-06,2020-03-07
Finland,2,0,0,2020-03-12,2020-04-14
Finland,2,0,1,2020-03-12,2020-04-13
Finland,2,0,2,2020-03-12,2020-04-12
Finland,2,0,3,2020-03-12,2020-04-11
Finland,2,0,4,2020-03-12,2020-04-10
Finland,2,0,5,2020-03-12,2020-04-09
Finland,2,0,6,2020-03-12,2020-04-08
Finland,2,0,7,2020-03-12,2020-04-07
Finland,2,0,8,2020-03-12,2020-04-06
Finland,2,0,9,2020-03-12,2020-04-05
Finland,2,0,10,2020-03-12,2020-04-04
Finland,2,0,11,2020-03-12,2020-04-03
Finland,2,0,12,2020-03-12,2020-04-02
Finland,2,0,13,2020-03-12,2020-04-01
Finland,2,0,14,2020-03-12,2020-03-31
Finland,2,0,15,2020-03-12,2020-03-30
Finland,2,0,16,2020-03-12,2020-03-29
Finland,2,0,17,2020-03-12,2020-03-28
Finland,2,0,18,2020-03-12,2020-03-27
Finland,2,0,19,2020-03-12,2020-03-26
Finland,2,0,20,2020-03-12,2020-03-25
Finland,2,0,21,2020-03-12,2020-03-24
Finland,2,0,22,2020-03-12,2020-03-23
Finland,2,0,23,2020-03-12,2020-03-22
Finland,2,0,24,2020-03-12,2020-03-21
Finland,2,0,25,2020-03-12,2020-03-20
Finland,2,0,26,2020-03-12,2020-03-19
Finland,2,0,27,2020-03-12,2020-03-18
Finland,2,0,28,2020-03-12,2020-03-17
Finland,2,0,29,2020-03-12,2020-03-16
Finland,2,0,30,2020-03-12,2020-03-15
Finland,2,0,31,2020-03-12,2020-03-14
Finland,2,0,32,2020-03-12,2020-03-13
Finland,2,1,0,2020-03-11,2020-04-14
Finland,2,1,1,2020-03-11,2020-04-13
Finland,2,1,2,2020-03-11,2020-04-12
Finland,2,1,3,2020-03-11,2020-04-11
Finland,2,1,4,2020-03-11,2020-04-10
Finland,2,1,5,2020-03-11,2020-04-09
Finland,2,1,6,2020-03-11,2020-04-08
Finland,2,1,7,2020-03-11,2020-04-07
Finland,2,1,8,2020-03-11,2020-04-06
Finland,2,1,9,2020-03-11,2020-04-05
Finland,2,1,10,2020-03-11,2020-04-04
Finland,2,1,11,2020-03-11,2020-04-03
Finland,2,1,12,2020-03-11,2020-04-02
Finland,2,1,13,2020-03-11,2020-04-01
Finland,2,1,14,2020-03-11,2020-03-31
Finland,2,1,15,2020-03-11,2020-03-30
Finland,2,1,16,2020-03-11,2020-03-29
Finland,2,1,17,2020-03-11,2020-03-28
Finland,2,1,18,2020-03-11,2020-03-27
Finland,2,1,19,2020-03-11,2020-03-26
Finland,2,1,20,2020-03-11,2020-03-25
Finland,2,1,21,2020-03-11,2020-03-24
Finland,2,1,22,2020-03-11,2020-03-23
Finland,2,1,23,2020-03-11,2020-03-22
Finland,2,1,24,2020-03-11,2020-03-21
Finland,2,1,25,2020-03-11,2020-03-20
Finland,2,1,26,2020-03-11,2020-03-19
Finland,2,1,27,2020-03-11,2020-03-18
Finland,2,1,28,2020-03-11,2020-03-17
Finland,2,1,29,2020-03-11,2020-03-16
Finland,2,1,30,2020-03-11,2020-03-15
Finland,2,1,31,2020-03-11,2020-03-14
Finland,2,1,32,2020-03-11,2020-03-13
Finland,2,1,33,2020-03-11,2020-03-12
Finland,2,2,0,2020-03-10,2020-04-14
Finland,2,2,1,2020-03-10,2020-04-13
Finland,2,2,2,2020-03-10,2020-04-12
Finland,2,2,3,2020-03-10,2020-04-11
Finland,2,2,4,2020-03-10,2020-04-10
Finland,2,2,5,2020-03-10,2020-04-09
Finland,2,2,6,2020-03-10,2020-04-08
Finland,2,2,7,2020-03-10,2020-04-07
Finland,2,2,8,2020-03-10,2020-04-06
Finland,2,2,9,2020-03-10,2020-04-05
Finland,2,2,10,2020-03-10,2020-04-04
Finland,2,2,11,2020-03-10,2020-04-03
Finland,2,2,12,2020-03-10,2020-04-02
Finland,2,2,13,2020-03-10,2020-04-01
Finland,2,2,14,2020-03-10,2020-03-31
Finland,2,2,15,2020-03-10,2020-03-30
Finland,2,2,16,2020-03-10,2020-03-29
Finland,2,2,17,2020-03-10,2020-03-28
Finland,2,2,18,2020-03-10,2020-03-27
Finland,2,2,19,2020-03-10,2020-03-26
Finland,2,2,20,2020-03-10,2020-03-25
Finland,2,2,21,2020-03-10,2020-03-24
Finland,2,2,22,2020-03-10,2020-03-23
Finland,2,2,23,2020-03-10,2020-03-22
Finland,2,2,24,2020-03-10,2020-03-21
Finland,2,2,25,2020-03-10,2020-03-20
Finland,2,2,26,2020-03-10,2020-03-19
Finland,2,2,27,2020-03-10,2020-03-18
Finland,2,2,28,2020-03-10,2020-03-17
Finland,2,2,29,2020-03-10,2020-03-16
Finland,2,2,30,2020-03-10,2020-03-15
Finland,2,2,31,2020-03-10,2020-03-14
Finland,2,2,32,2020-03-10,2020-03-13
Finland,2,2,33,2020-03-10,2020-03-12
Finland,2,2,34,2020-03-10,2020-03-11
Finland,2,3,0,2020-03-09,2020-04-14
Finland,2,3,1,2020-03-09,2020-04-13
Finland,2,3,2,2020-03-09,2020-04-12
Finland,2,3,3,2020-03-09,2020-04-11
Finland,2,3,4,2020-03-09,2020-04-10
Finland,2,3,5,2020-03-09,2020-04-09
Finland,2,3,6,2020-03-09,2020-04-08
Finland,2,3,7,2020-03-09,2020-04-07
Finland,2,3,8,2020-03-09,2020-04-06
Finland,2,3,9,2020-03-09,2020-04-05
Finland,2,3,10,2020-03-09,2020-04-04
Finland,2,3,11,2020-03-09,2020-04-03
Finland,2,3,12,2020-03-09,2020-04-02
Finland,2,3,13,2020-03-09,2020-04-01
Finland,2,3,14,2020-03-09,2020-03-31
Finland,2,3,15,2020-03-09,2020-03-30
Finland,2,3,16,2020-03-09,2020-03-29
Finland,2,3,17,2020-03-09,2020-03-28
Finland,2,3,18,2020-03-09,2020-03-27
Finland,2,3,19,2020-03-09,2020-03-26
Finland,2,3,20,2020-03-09,2020-03-25
Finland,2,3,21,2020-03-09,2020-03-24
Finland,2,3,22,2020-03-09,2020-03-23
Finland,2,3,23,2020-03-09,2020-03-22
Finland,2,3,24,2020-03-09,2020-03-21
Finland,2,3,25,2020-03-09,2020-03-20
Finland,2,3,26,2020-03-09,2020-03-19
Finland,2,3,27,2020-03-09,2020-03-18
Finland,2,3,28,2020-03-09,2020-03-17
Finland,2,3,29,2020-03-09,2020-03-16
Finland,2,3,30,2020-03-09,2020-03-15
Finland,2,3,31,2020-03-09,2020-03-14
Finland,2,3,32,2020-03-09,2020-03-13
Finland,2,3,33,2020-03-09,2020-03-12
Finland,2,3,34,2020-03-09,2020-03-11
Finland,2,3,35,2020-03-09,2020-03-10
Finland,2,4,0,2020-03-08,2020-04-14
Finland,2,4,1,2020-03-08,2020-04-13
Finland,2,4,2,2020-03-08,2020-04-12
Finland,2,4,3,2020-03-08,2020-04-11
Finland,2,4,4,2020-03-08,2020-04-10
Finland,2,4,5,2020-03-08,2020-04-09
Finland,2,4,6,2020-03-08,2020-04-08
Finland,2,4,7,2020-03-08,2020-04-07
Finland,2,4,8,2020-03-08,2020-04-06
Finland,2,4,9,2020-03-08,2020-04-05
Finland,2,4,10,2020-03-08,2020-04-04
Finland,2,4,11,2020-03-08,2020-04-03
Finland,2,4,12,2020-03-08,2020-04-02
Finland,2,4,13,2020-03-08,2020-04-01
Finland,2,4,14,2020-03-08,2020-03-31
Finland,2,4,15,2020-03-08,2020-03-30
Finland,2,4,16,2020-03-08,2020-03-29
Finland,2,4,17,2020-03-08,2020-03-28
Finland,2,4,18,2020-03-08,2020-03-27
Finland,2,4,19,2020-03-08,2020-03-26
Finland,2,4,20,2020-03-08,2020-03-25
Finland,2,4,21,2020-03-08,2020-03-24
Finland,2,4,22,2020-03-08,2020-03-23
Finland,2,4,23,2020-03-08,2020-03-22
Finland,2,4,24,2020-03-08,2020-03-21
Finland,2,4,25,2020-03-08,2020-03-20
Finland,2,4,26,2020-03-08,2020-03-19
Finland,2,4,27,2020-03-08,2020-03-18
Finland,2,4,28,2020-03-08,2020-03-17
Finland,2,4,29,2020-03-08,2020-03-16
Finland,2,4,30,2020-03-08,2020-03-15
Finland,2,4,31,2020-03-08,2020-03-14
Finland,2,4,32,2020-03-08,2020-03-13
Finland,2,4,33,2020-03-08,2020-03-12
Finland,2,4,34,2020-03-08,2020-03-11
Finland,2,4,35,2020-03-08,2020-03-10
Finland,2,4,36,2020-03-08,2020-03-09
Finland,2,5,0,2020-03-07,2020-04-14
Finland,2,5,1,2020-03-07,2020-04-13
Finland,2,5,2,2020-03-07,2020-04-12
Finland,2,5,3,2020-03-07,2020-04-11
Finland,2,5,4,2020-03-07,2020-04-10
Finland,2,5,5,2020-03-07,2020-04-09
Finland,2,5,6,2020-03-07,2020-04-08
Finland,2,5,7,2020-03-07,2020-04-07
Finland,2,5,8,2020-03-07,2020-04-06
Finland,2,5,9,2020-03-07,2020-04-05
Finland,2,5,10,2020-03-07,2020-04-04
Finland,2,5,11,2020-03-07,2020-04-03
Finland,2,5,12,2020-03-07,2020-04-02
Finland,2,5,13,2020-03-07,2020-04-01
Finland,2,5,14,2020-03-07,2020-03-31
Finland,2,5,15,2020-03-07,2020-03-30
Finland,2,5,16,2020-03-07,2020-03-29
Finland,2,5,17,2020-03-07,2020-03-28
Finland,2,5,18,2020-03-07,2020-03-27
Finland,2,5,19,2020-03-07,2020-03-26
Finland,2,5,20,2020-03-07,2020-03-25
Finland,2,5,21,2020-03-07,2020-03-24
Finland,2,5,22,2020-03-07,2020-03-23
Finland,2,5,23,2020-03-07,2020-03-22
Finland,2,5,24,2020-03-07,2020-03-21
Finland,2,5,25,2020-03-07,2020-03-20
Finland,2,5,26,2020-03-07,2020-03-19
Finland,2,5,27,2020-03-07,2020-03-18
Finland,2,5,28,2020-03-07,2020-03-17
Finland,2,5,29,2020-03-07,2020-03-16
Finland,2,5,30,2020-03-07,2020-03-15
Finland,2,5,31,2020-03-07,2020-03-14
Finland,2,5,32,2020-03-07,2020-03-13
Finland,2,5,33,2020-03-07,2020-03-12
Finland,2,5,34,2020-03-07,2020-03-11
Finland,2,5,35,2020-03-07,2020-03-10
Finland,2,5,36,2020-03-07,2020-03-09
Finland,2,5,37,2020-03-07,2020-03-08
Finland,2,6,0,2020-03-06,2020-04-14
Finland,2,6,1,2020-03-06,2020-04-13
Finland,2,6,2,2020-03-06,2020-04-12
Finland,2,6,3,2020-03-06,2020-04-11
Finland,2,6,4,2020-03-06,2020-04-10
Finland,2,6,5,2020-03-06,2020-04-09
Finland,2,6,6,2020-03-06,2020-04-08
Finland,2,6,7,2020-03-06,2020-04-07
Finland,2,6,8,2020-03-06,2020-04-06
Finland,2,6,9,2020-03-06,2020-04-05
Finland,2,6,10,2020-03-06,2020-04-04
Finland,2,6,11,2020-03-06,2020-04-03
Finland,2,6,12,2020-03-06,2020-04-02
Finland,2,6,13,2020-03-06,2020-04-01
Finland,2,6,14,2020-03-06,2020-03-31
Finland,2,6,15,2020-03-06,2020-03-30
Finland,2,6,16,2020-03-06,2020-03-29
Finland,2,6,17,2020-03-06,2020-03-28
Finland,2,6,18,2020-03-06,2020-03-27
Finland,2,6,19,2020-03-06,2020-03-26
Finland,2,6,20,2020-03-06,2020-03-25
Finland,2,6,21,2020-03-06,2020-03-24
Finland,2,6,22,2020-03-06,2020-03-23
Finland,2,6,23,2020-03-06,2020-03-22
Finland,2,6,24,2020-03-06,2020-03-21
Finland,2,6,25,2020-03-06,2020-03-20
Finland,2,6,26,2020-03-06,2020-03-19
Finland,2,6,27,2020-03-06,2020-03-18
Finland,2,6,28,2020-03-06,2020-03-17
Finland,2,6,29,2020-03-06,2020-03-16
Finland,2,6,30,2020-03-06,2020-03-15
